Age,Education Level,Job Title,Years of Experience,Salary,Gender
50.0,2,127,21.0,166512.0,1
52.0,2,96,28.0,186963.0,0
26.0,1,81,3.0,75072.0,1
34.0,2,122,10.0,163398.0,0
30.0,0,95,11.0,103947.0,1
60.0,3,127,33.0,179180.0,0
50.0,1,81,23.0,175966.0,1
58.0,2,96,27.0,190004.0,1
35.0,2,122,10.0,152039.0,0
28.0,2,71,5.0,76742.0,1
57.0,3,127,33.0,191790.0,0
46.0,1,96,20.0,139398.0,0
28.0,0,81,7.0,95845.0,1
34.0,2,122,12.0,160976.0,1
33.0,2,95,9.0,126753.0,0
37.0,2,122,14.0,161393.0,2
33.0,2,96,8.0,139817.0,1
53.0,3,127,25.0,181714.0,1
35.0,1,81,10.0,114776.0,0
30.0,2,122,6.0,105725.0,1
24.0,0,95,1.0,52731.0,0
36.0,2,71,8.0,106492.0,1
27.0,1,122,4.0,73895.0,0
23.0,3,127,1.0,119836.0,1
28.0,2,96,5.0,99747.0,0
52.0,1,81,25.0,168287.0,1
28.0,2,122,7.0,115920.0,0
32.0,2,95,11.0,128078.0,1
24.0,1,71,1.0,51265.0,0
43.0,0,96,22.0,165919.0,1
60.0,3,127,34.0,188651.0,0
24.0,2,81,0.0,55538.0,1
55.0,1,95,28.0,193964.0,1
29.0,2,122,4.0,104702.0,0
44.0,3,127,19.0,172955.0,1
40.0,2,96,16.0,138032.0,0
27.0,1,81,4.0,82683.0,1
43.0,2,122,17.0,155414.0,1
49.0,0,95,25.0,154207.0,0
30.0,2,71,8.0,107895.0,1
42.0,1,96,18.0,148446.0,0
26.0,2,122,4.0,102859.0,1
41.0,3,127,13.0,138662.0,0
46.0,1,95,23.0,181699.0,1
57.0,2,122,33.0,188232.0,0
22.0,0,81,0.0,51832.0,0
54.0,3,127,28.0,188484.0,1
42.0,2,96,16.0,138286.0,0
49.0,1,122,22.0,181132.0,1
27.0,2,81,4.0,73938.0,0
36.0,1,95,14.0,119224.0,1
31.0,2,122,6.0,101186.0,0
39.0,2,127,14.0,142360.0,1
41.0,1,95,20.0,151315.0,0
48.0,3,122,23.0,181021.0,1
39.0,2,96,15.0,134641.0,0
48.0,1,71,23.0,173851.0,1
31.0,0,81,8.0,104127.0,2
47.0,2,95,25.0,178859.0,1
29.0,3,122,5.0,98568.0,0
32.0,1,127,9.0,104661.0,1
38.0,2,96,13.0,134858.0,0
34.0,1,81,10.0,94502.0,1
23.0,0,71,2.0,62852.0,2
36.0,1,71,14.0,139095.0,1
30.0,2,95,5.0,106278.0,0
28.0,2,122,4.0,90452.0,1
46.0,3,127,23.0,168304.0,0
34.0,1,81,10.0,126593.0,1
44.0,2,96,19.0,152203.0,1
55.0,3,127,30.0,183138.0,0
35.0,2,122,9.0,130275.0,1
54.0,1,95,29.0,191915.0,1
23.0,0,81,2.0,62807.0,0
46.0,2,96,21.0,174305.0,1
33.0,1,122,9.0,133326.0,0
26.0,2,71,4.0,75656.0,1
43.0,3,127,19.0,155944.0,0
36.0,2,122,11.0,137775.0,1
23.0,1,95,0.0,51831.0,0
49.0,2,127,22.0,182237.0,1
35.0,2,122,10.0,151901.0,0
31.0,1,81,8.0,100052.0,1
54.0,0,96,29.0,158254.0,2
43.0,2,122,20.0,167207.0,1
33.0,2,95,10.0,112439.0,0
52.0,3,127,29.0,194214.0,0
28.0,1,122,5.0,84407.0,1
36.0,2,96,13.0,139413.0,0
43.0,1,95,20.0,143084.0,1
50.0,2,122,25.0,192344.0,0
24.0,3,127,1.0,106132.0,1
52.0,2,96,26.0,184816.0,1
46.0,1,81,19.0,150248.0,0
38.0,2,122,15.0,170995.0,1
29.0,1,95,6.0,88035.0,1
33.0,2,71,10.0,119419.0,0
47.0,3,127,21.0,173582.0,1
45.0,2,96,23.0,174436.0,0
28.0,1,81,4.0,71699.0,1
42.0,2,122,14.0,163558.0,0
46.0,1,95,24.0,166828.0,1
38.0,3,127,15.0,144496.0,0
54.0,2,96,31.0,193746.0,1
33.0,2,122,8.0,122581.0,0
27.0,0,81,4.0,79767.0,1
50.0,1,95,25.0,177177.0,0
26.0,2,122,4.0,89843.0,1
31.0,2,96,6.0,113563.0,0
35.0,1,71,10.0,128712.0,1
44.0,3,127,18.0,161621.0,0
32.0,2,95,8.0,121454.0,1
54.0,1,122,25.0,179987.0,1
26.0,2,71,3.0,72649.0,0
23.0,3,127,0.0,52612.0,1
48.0,2,96,24.0,184006.0,0
38.0,1,81,12.0,131960.0,1
30.0,2,122,5.0,102465.0,0
40.0,2,127,16.0,149748.0,1
45.0,1,95,22.0,171036.0,0
36.0,2,122,13.0,146351.0,1
52.0,3,127,26.0,185462.0,1
31.0,1,96,7.0,107718.0,0
26.0,2,122,4.0,90944.0,1
30.0,2,95,5.0,100425.0,0
24.0,1,81,2.0,63901.0,1
45.0,2,96,22.0,181902.0,1
33.0,2,122,9.0,136533.0,0
38.0,1,71,11.0,136285.0,1
54.0,3,127,31.0,191818.0,0
42.0,2,122,19.0,176643.0,1
28.0,1,95,4.0,70022.0,0
30.0,2,71,6.0,99363.0,1
43.0,2,96,19.0,152944.0,0
35.0,1,81,10.0,123386.0,1
44.0,2,122,21.0,168906.0,1
55.0,1,95,30.0,183020.0,0
23.0,0,71,1.0,47898.0,1
39.0,2,96,14.0,135853.0,0
43.0,1,122,17.0,149198.0,1
29.0,3,127,6.0,106662.0,1
51.0,2,96,28.0,186610.0,1
30.0,1,95,6.0,89995.0,0
26.0,2,122,4.0,85825.0,1
39.0,3,127,13.0,143814.0,0
49.0,2,71,24.0,174726.0,1
42.0,1,96,20.0,150534.0,0
27.0,1,81,4.0,68732.0,1
43.0,2,122,21.0,187951.0,1
37.0,1,95,13.0,137336.0,0
51.0,3,127,26.0,191159.0,1
29.0,2,122,5.0,102868.0,0
43.0,1,96,20.0,154281.0,1
31.0,2,81,8.0,111535.0,1
30.0,2,95,6.0,107906.0,0
36.0,1,122,13.0,143885.0,1
52.0,3,127,27.0,180958.0,0
28.0,2,96,6.0,108607.0,1
49.0,1,81,24.0,178284.0,1
27.0,2,71,4.0,75969.0,0
41.0,2,95,15.0,143705.0,1
56.0,3,127,31.0,197354.0,0
46.0,1,96,22.0,174324.0,1
32.0,2,122,8.0,123781.0,0
38.0,3,127,12.0,141735.0,1
52.0,2,95,28.0,187120.0,1
24.0,1,81,1.0,61095.0,0
49.0,2,122,22.0,179045.0,1
35.0,2,96,10.0,130355.0,0
31.0,1,71,7.0,103282.0,1
44.0,3,127,18.0,157872.0,0
33.0,2,95,10.0,117314.0,1
54.0,1,96,30.0,186321.0,1
33.0,2,122,11.0,129686.0,0
27.0,0,81,3.0,68611.0,1
51.0,2,95,25.0,177913.0,0
26.0,2,122,3.0,68472.0,1
31.0,2,96,6.0,113065.0,0
35.0,1,71,9.0,125091.0,1
45.0,3,127,23.0,172925.0,0
32.0,2,95,9.0,126916.0,1
54.0,1,122,27.0,183417.0,1
26.0,2,71,4.0,76898.0,0
23.0,3,127,1.0,579.0,1
26.0,1,78,2.0,65000.0,0
33.0,2,51,8.0,120000.0,1
29.0,1,53,4.0,90000.0,0
41.0,3,80,15.0,190000.0,1
35.0,2,78,9.0,140000.0,0
28.0,1,22,3.0,75000.0,1
37.0,2,80,11.0,160000.0,0
33.0,1,53,8.0,130000.0,1
24.0,2,78,2.0,60000.0,0
46.0,3,7,20.0,220000.0,1
29.0,1,22,5.0,80000.0,0
31.0,2,80,7.0,130000.0,1
27.0,1,78,3.0,65000.0,0
38.0,3,14,13.0,170000.0,1
30.0,2,53,6.0,110000.0,0
25.0,1,4,2.0,50000.0,1
44.0,3,7,18.0,210000.0,1
33.0,2,51,8.0,100000.0,0
22.0,1,78,1.0,50000.0,1
36.0,2,53,10.0,160000.0,1
28.0,1,78,4.0,70000.0,0
41.0,3,14,16.0,190000.0,1
34.0,2,80,9.0,140000.0,0
23.0,1,22,1.0,45000.0,1
32.0,2,53,7.0,120000.0,0
25.0,2,78,2.0,60000.0,1
37.0,1,51,11.0,150000.0,0
28.0,1,78,4.0,70000.0,1
29.0,1,122,6.0,103579.0,0
45.0,2,127,19.0,163780.0,1
36.0,1,71,12.0,137878.0,1
30.0,2,95,4.0,92438.0,0
28.0,2,122,5.0,84181.0,1
46.0,3,127,21.0,174821.0,0
34.0,1,81,10.0,126520.0,1
44.0,2,96,18.0,152168.0,1
55.0,3,127,29.0,190543.0,0
35.0,2,122,9.0,131547.0,1
54.0,1,95,28.0,192292.0,1
23.0,0,81,1.0,52807.0,0
46.0,2,96,20.0,174938.0,1
33.0,1,122,8.0,124071.0,0
26.0,2,71,3.0,73640.0,1
43.0,3,127,19.0,156486.0,0
36.0,2,122,11.0,138859.0,1
23.0,1,95,0.0,52831.0,0
49.0,2,127,23.0,182392.0,1
35.0,2,122,11.0,151078.0,0
31.0,1,81,8.0,100679.0,1
54.0,0,96,29.0,158966.0,2
43.0,2,122,20.0,167924.0,1
33.0,2,95,10.0,113334.0,0
52.0,3,127,29.0,194778.0,0
28.0,1,122,4.0,77606.0,1
36.0,2,96,13.0,140010.0,0
43.0,1,95,20.0,142421.0,1
50.0,2,122,24.0,192756.0,0
24.0,3,127,1.0,106686.0,1
52.0,2,96,27.0,186794.0,1
46.0,1,81,19.0,150729.0,0
38.0,2,122,15.0,171652.0,1
29.0,1,95,6.0,88552.0,1
33.0,2,71,9.0,119918.0,0
47.0,3,127,21.0,174985.0,1
45.0,2,96,23.0,174336.0,0
28.0,1,81,4.0,72389.0,1
42.0,2,122,14.0,163978.0,0
46.0,1,95,25.0,166958.0,1
38.0,3,127,15.0,145052.0,0
54.0,2,96,32.0,195270.0,1
33.0,2,122,8.0,122970.0,0
27.0,0,81,4.0,80247.0,1
50.0,1,95,25.0,177862.0,0
26.0,2,122,4.0,91062.0,1
31.0,2,96,6.0,114290.0,0
35.0,1,71,10.0,128999.0,1
44.0,3,127,18.0,162454.0,0
32.0,2,95,8.0,122354.0,1
54.0,1,122,25.0,179756.0,1
26.0,2,71,3.0,73218.0,0
48.0,2,96,24.0,184480.0,0
38.0,1,81,12.0,132442.0,1
30.0,2,122,5.0,102828.0,0
40.0,2,127,16.0,150301.0,1
45.0,1,95,22.0,171468.0,0
36.0,2,122,13.0,147326.0,1
52.0,3,127,26.0,185982.0,1
31.0,1,96,7.0,108267.0,0
26.0,2,122,4.0,91397.0,1
30.0,2,95,5.0,100867.0,0
24.0,1,81,2.0,64182.0,1
45.0,2,96,22.0,182506.0,1
33.0,2,122,9.0,136986.0,0
38.0,1,71,11.0,136662.0,1
54.0,3,127,32.0,191510.0,0
42.0,2,122,19.0,177347.0,1
28.0,1,95,3.0,70397.0,0
34.0,2,127,9.0,146075.0,1
46.0,1,81,18.0,155795.0,0
35.0,2,122,9.0,132638.0,1
49.0,3,127,22.0,178684.0,0
32.0,1,96,7.0,106218.0,1
54.0,2,122,28.0,191239.0,1
26.0,2,71,2.0,65840.0,0
23.0,3,127,0.0,52779.0,1
48.0,2,96,23.0,185038.0,0
38.0,1,81,14.0,136449.0,1
30.0,2,122,6.0,110707.0,0
40.0,2,127,17.0,151670.0,1
45.0,1,95,21.0,167015.0,0
36.0,2,122,13.0,146508.0,1
52.0,3,127,27.0,190596.0,1
31.0,1,96,6.0,104378.0,0
26.0,2,122,3.0,70216.0,1
30.0,2,95,5.0,101733.0,0
24.0,1,81,1.0,55935.0,1
45.0,2,96,21.0,180367.0,1
33.0,2,122,9.0,135596.0,0
38.0,1,71,11.0,136062.0,1
54.0,3,127,32.0,191267.0,0
26.0,2,122,3.0,91397.0,1
28.0,1,95,4.0,82944.0,0
48.0,3,127,23.0,188288.0,1
36.0,2,96,14.0,141090.0,0
43.0,1,122,19.0,152726.0,1
33.0,2,81,9.0,124141.0,0
26.0,1,71,3.0,67556.0,1
50.0,2,95,22.0,182768.0,0
41.0,3,127,15.0,148727.0,1
29.0,1,122,6.0,91903.0,0
38.0,2,96,14.0,147708.0,1
48.0,1,95,21.0,163209.0,0
31.0,2,122,8.0,120288.0,1
45.0,3,127,21.0,170226.0,1
35.0,2,96,11.0,134979.0,0
42.0,1,81,16.0,137489.0,1
27.0,2,122,4.0,83577.0,0
33.0,1,71,9.0,117904.0,1
36.0,2,95,11.0,134482.0,0
54.0,3,127,30.0,184660.0,1
30.0,1,96,5.0,100151.0,0
26.0,2,122,3.0,88678.0,1
45.0,3,95,21.0,181285.0,0
38.0,2,127,16.0,154990.0,1
31.0,1,122,7.0,108204.0,0
42.0,2,96,19.0,175684.0,1
28.0,1,81,5.0,77766.0,0
48.0,3,127,24.0,192211.0,1
36.0,2,122,13.0,144647.0,0
43.0,1,95,20.0,162231.0,1
33.0,2,71,9.0,121120.0,0
26.0,1,122,4.0,79652.0,1
50.0,2,96,21.0,177002.0,0
27.0,2,81,5.0,87584.0,1
38.0,1,95,13.0,131860.0,0
54.0,3,127,28.0,182013.0,1
31.0,2,122,7.0,108799.0,0
36.0,1,96,13.0,135378.0,1
45.0,2,127,22.0,183530.0,0
42.0,1,81,18.0,150901.0,1
28.0,2,122,4.0,82697.0,0
48.0,3,96,26.0,194638.0,1
36.0,2,95,12.0,130356.0,0
43.0,1,122,18.0,152560.0,1
33.0,2,71,9.0,121432.0,0
26.0,1,81,2.0,63789.0,1
50.0,2,96,23.0,183690.0,0
41.0,3,127,16.0,151310.0,1
29.0,1,122,6.0,100358.0,0
38.0,2,96,15.0,148437.0,1
48.0,1,95,22.0,168691.0,0
28.0,1,22,1.0,50000.0,1
32.0,2,53,5.0,100000.0,0
26.0,1,78,2.0,60000.0,1
33.0,2,51,6.0,90000.0,0
29.0,1,4,3.0,70000.0,1
42.0,3,7,12.0,170000.0,1
36.0,2,80,8.0,130000.0,0
27.0,1,22,1.0,50000.0,1
34.0,2,53,7.0,120000.0,0
29.0,1,78,4.0,80000.0,1
41.0,3,14,16.0,200000.0,0
36.0,3,7,12.0,170000.0,1
30.0,1,78,4.0,80000.0,0
28.0,2,34,5.0,80000.0,1
30.0,1,15,4.0,60000.0,0
25.0,1,15,2.0,50000.0,1
45.0,2,15,18.0,160000.0,0
33.0,3,27,9.0,120000.0,1
22.0,0,21,0.0,40000.0,0
36.0,1,34,10.0,100000.0,1
29.0,2,16,4.0,75000.0,0
42.0,3,27,16.0,140000.0,1
27.0,1,15,2.0,50000.0,0
38.0,2,15,11.0,110000.0,1
24.0,1,34,1.0,45000.0,0
31.0,0,15,4.0,55000.0,1
39.0,3,27,13.0,130000.0,0
26.0,1,21,2.0,50000.0,1
32.0,2,16,7.0,80000.0,0
32.0,1,15,2.0,45000.0,1
24.0,0,21,1.0,32000.0,0
45.0,3,15,12.0,120000.0,1
29.0,2,34,4.0,65000.0,0
38.0,1,16,8.0,95000.0,1
27.0,2,27,5.0,80000.0,0
31.0,0,15,3.0,38000.0,0
42.0,2,34,10.0,110000.0,1
26.0,1,15,2.0,45000.0,0
36.0,2,16,7.0,89000.0,1
28.0,0,21,1.0,32000.0,1
33.0,1,34,5.0,70000.0,0
46.0,3,27,15.0,150000.0,1
25.0,1,15,1.0,40000.0,0
37.0,2,15,9.0,105000.0,0
30.0,2,34,4.0,65000.0,1
43.0,3,27,14.0,140000.0,0
34.0,1,15,3.0,50000.0,1
26.0,0,21,2.0,35000.0,0
41.0,2,16,11.0,115000.0,1
29.0,2,34,5.0,70000.0,0
35.0,1,34,6.0,80000.0,1
27.0,0,15,1.0,30000.0,0
40.0,3,27,13.0,135000.0,1
23.0,1,15,1.0,40000.0,0
39.0,2,16,10.0,105000.0,1
31.0,0,21,2.0,35000.0,1
44.0,3,15,12.0,120000.0,0
28.0,2,34,3.0,55000.0,1
32.0,1,15,2.0,45000.0,0
45.0,2,27,14.0,140000.0,1
26.0,1,34,3.0,55000.0,0
38.0,3,15,11.0,115000.0,1
27.0,2,16,4.0,70000.0,0
33.0,0,15,3.0,38000.0,1
42.0,2,27,13.0,135000.0,0
29.0,1,15,2.0,45000.0,1
36.0,2,34,7.0,85000.0,0
30.0,0,21,1.0,32000.0,1
43.0,3,15,15.0,150000.0,0
34.0,1,34,4.0,65000.0,1
25.0,2,21,1.0,32000.0,0
37.0,3,27,12.0,120000.0,1
24.0,1,15,1.0,40000.0,0
39.0,2,16,9.0,95000.0,1
44.0,3,27,14.0,140000.0,0
28.0,1,34,3.0,55000.0,1
32.0,2,15,6.0,80000.0,0
45.0,3,27,13.0,135000.0,1
38.0,2,16,8.0,95000.0,1
27.0,0,21,1.0,32000.0,0
33.0,1,34,5.0,70000.0,1
42.0,2,27,12.0,120000.0,0
29.0,2,15,4.0,70000.0,1
30.0,0,15,2.0,33000.0,1
37.0,3,27,11.0,115000.0,1
24.0,1,34,1.0,40000.0,0
44.0,3,27,13.0,135000.0,0
28.0,1,34,4.0,65000.0,1
45.0,3,27,14.0,140000.0,1
28.0,1,78,3.0,60000.0,1
37.0,2,55,9.0,100000.0,0
43.0,3,80,15.0,150000.0,1
31.0,1,11,4.0,55000.0,0
24.0,0,25,1.0,30000.0,1
29.0,2,22,5.0,70000.0,0
35.0,1,22,8.0,90000.0,1
26.0,2,26,2.0,40000.0,0
42.0,3,80,12.0,130000.0,1
34.0,1,12,6.0,75000.0,0
27.0,0,25,2.0,35000.0,1
38.0,2,55,10.0,110000.0,0
30.0,1,78,4.0,65000.0,1
45.0,3,80,18.0,180000.0,1
25.0,1,8,1.0,35000.0,0
40.0,2,12,11.0,120000.0,0
33.0,1,22,6.0,75000.0,1
29.0,0,25,1.0,30000.0,0
44.0,3,80,16.0,160000.0,1
26.0,1,22,3.0,60000.0,1
36.0,2,26,8.0,85000.0,0
31.0,1,22,5.0,70000.0,1
27.0,2,11,3.0,50000.0,0
42.0,3,80,13.0,140000.0,1
28.0,0,25,2.0,35000.0,1
39.0,2,55,10.0,110000.0,0
31.0,1,78,4.0,65000.0,1
27.0,1,78,3.0,60000.0,1
38.0,2,55,9.0,100000.0,0
44.0,3,80,15.0,150000.0,1
30.0,1,11,4.0,55000.0,0
23.0,0,25,1.0,30000.0,1
28.0,2,22,5.0,70000.0,0
34.0,1,22,8.0,90000.0,1
25.0,2,26,2.0,40000.0,0
41.0,3,80,12.0,130000.0,1
33.0,1,12,6.0,75000.0,0
26.0,0,25,2.0,35000.0,1
37.0,2,55,10.0,110000.0,0
29.0,1,78,4.0,65000.0,1
46.0,3,80,18.0,180000.0,1
26.0,1,8,1.0,35000.0,0
39.0,2,12,11.0,120000.0,0
32.0,1,22,6.0,75000.0,1
28.0,0,25,1.0,30000.0,0
43.0,3,80,16.0,160000.0,1
27.0,1,22,3.0,60000.0,1
35.0,2,26,8.0,85000.0,0
30.0,1,22,5.0,70000.0,1
26.0,2,11,3.0,50000.0,0
41.0,3,80,13.0,140000.0,1
24.0,1,78,2.0,55000.0,1
32.0,2,55,7.0,90000.0,0
45.0,3,80,16.0,160000.0,1
28.0,1,11,4.0,60000.0,0
22.0,0,25,1.0,25000.0,1
36.0,1,22,8.0,100000.0,1
27.0,1,26,3.0,45000.0,0
42.0,3,80,14.0,140000.0,1
25.0,0,25,2.0,30000.0,1
39.0,2,55,11.0,120000.0,0
47.0,3,80,19.0,190000.0,1
40.0,2,12,12.0,130000.0,0
33.0,1,22,7.0,85000.0,1
29.0,0,25,1.0,25000.0,0
28.0,1,22,3.0,60000.0,1
36.0,2,26,9.0,100000.0,0
31.0,1,22,6.0,75000.0,1
26.0,0,25,2.0,30000.0,1
31.0,1,78,5.0,80000.0,1
27.0,2,55,3.0,60000.0,0
38.0,3,80,12.0,130000.0,1
29.0,1,11,2.0,45000.0,0
23.0,0,25,1.0,25000.0,1
32.0,2,22,7.0,90000.0,0
44.0,1,22,18.0,170000.0,1
26.0,1,26,2.0,40000.0,0
40.0,3,80,15.0,150000.0,1
33.0,1,12,8.0,95000.0,0
24.0,0,25,1.0,25000.0,1
35.0,2,55,10.0,110000.0,0
29.0,1,78,4.0,70000.0,1
49.0,3,80,22.0,220000.0,1
26.0,1,8,2.0,35000.0,0
41.0,2,12,13.0,140000.0,0
36.0,1,22,9.0,110000.0,1
28.0,0,25,1.0,25000.0,0
29.0,1,22,5.0,80000.0,1
39.0,2,26,11.0,120000.0,0
32.0,1,22,6.0,90000.0,1
28.0,2,11,2.0,45000.0,0
34.0,1,78,6.0,85000.0,1
31.0,2,55,4.0,62000.0,0
41.0,3,80,13.0,138000.0,1
27.0,1,11,2.0,47000.0,0
25.0,0,25,1.0,26000.0,1
33.0,2,22,8.0,95000.0,0
45.0,1,22,19.0,174000.0,1
28.0,1,26,2.0,41000.0,0
42.0,3,80,16.0,162000.0,1
34.0,1,12,9.0,99000.0,0
23.0,0,25,1.0,26000.0,1
36.0,2,55,11.0,117000.0,0
30.0,1,78,5.0,75000.0,1
50.0,3,80,23.0,225000.0,1
27.0,1,8,2.0,36000.0,0
43.0,2,12,14.0,146000.0,0
37.0,1,22,10.0,113000.0,1
29.0,0,25,1.0,26000.0,0
44.0,3,80,17.0,168000.0,1
30.0,1,22,6.0,85000.0,1
40.0,2,26,12.0,122000.0,0
33.0,1,22,7.0,96000.0,1
29.0,2,11,3.0,49000.0,0
43.0,3,80,16.0,162000.0,1
32.0,2,22,8.0,95000.0,0
24.0,0,25,1.0,26000.0,1
31.0,2,55,5.0,68000.0,0
39.0,1,22,13.0,127000.0,1
25.0,1,11,2.0,47000.0,0
41.0,3,80,15.0,155000.0,1
35.0,1,12,8.0,92000.0,0
26.0,0,25,1.0,26000.0,1
37.0,2,55,12.0,125000.0,0
29.0,1,78,4.0,71000.0,1
51.0,3,80,24.0,240000.0,1
28.0,1,8,2.0,36000.0,0
44.0,2,12,15.0,152000.0,0
38.0,1,22,11.0,119000.0,1
30.0,0,25,1.0,26000.0,0
45.0,3,80,19.0,190000.0,1
31.0,1,22,6.0,85000.0,1
41.0,2,26,13.0,131000.0,0
34.0,1,22,8.0,101000.0,1
30.0,2,11,3.0,49000.0,0
44.0,3,80,18.0,182000.0,1
27.0,1,22,3.0,62000.0,1
42.0,2,55,16.0,137000.0,0
35.0,3,80,9.0,112000.0,1
33.0,0,25,1.0,25000.0,1
36.0,1,22,7.0,91000.0,0
43.0,3,80,17.0,179000.0,1
31.0,1,78,5.0,74000.0,0
49.0,2,55,23.0,228000.0,1
28.0,1,8,2.0,37000.0,0
45.0,3,80,19.0,193000.0,0
30.0,0,25,1.0,25000.0,0
45.0,2,55,20.0,204000.0,1
27.0,1,22,3.0,61000.0,0
41.0,3,80,15.0,157000.0,1
35.0,2,12,8.0,92000.0,0
26.0,1,78,1.0,52000.0,1
30.0,1,26,4.0,58000.0,0
48.0,3,80,22.0,219000.0,1
32.0,2,55,6.0,77000.0,0
34.0,1,22,8.0,104000.0,1
31.0,0,25,1.0,25000.0,0
44.0,3,80,18.0,183000.0,0
31.0,2,27,6.0,95000.0,0
28.0,1,15,2.0,45000.0,1
29.0,2,16,4.0,70000.0,0
35.0,3,15,10.0,110000.0,1
26.0,0,34,1.0,35000.0,0
32.0,1,21,5.0,60000.0,1
27.0,2,34,2.0,50000.0,0
39.0,2,27,12.0,120000.0,1
23.0,1,21,1.0,32000.0,0
30.0,1,34,4.0,65000.0,1
26.0,1,15,1.0,35000.0,0
42.0,3,15,14.0,130000.0,1
34.0,2,27,9.0,95000.0,0
28.0,0,2,2.0,43000.0,1
31.0,1,15,4.0,50000.0,0
29.0,1,34,3.0,60000.0,1
35.0,2,16,8.0,80000.0,0
26.0,2,15,2.0,48000.0,1
40.0,3,27,13.0,125000.0,0
34.0,1,34,7.0,85000.0,1
26.0,1,21,2.0,42000.0,0
29.0,2,16,4.0,70000.0,1
25.0,0,2,1.0,32000.0,0
33.0,2,34,6.0,80000.0,1
27.0,1,21,2.0,42000.0,0
31.0,3,15,7.0,90000.0,1
24.0,1,15,1.0,40000.0,1
42.0,2,16,12.0,110000.0,0
34.0,2,27,10.0,105000.0,1
28.0,1,21,3.0,50000.0,0
33.0,3,27,8.0,95000.0,1
29.0,1,34,3.0,60000.0,0
25.0,0,21,2.0,40000.0,1
26.0,2,16,2.0,55000.0,0
30.0,1,34,5.0,70000.0,1
24.0,0,2,1.0,32000.0,0
31.0,2,27,7.0,90000.0,1
27.0,1,34,2.0,50000.0,0
26.0,1,21,1.0,32000.0,0
32.0,2,34,6.0,80000.0,1
25.0,0,34,2.0,45000.0,1
33.0,1,21,7.0,65000.0,0
27.0,2,34,2.0,50000.0,1
28.0,1,15,3.0,45000.0,0
34.0,3,27,9.0,95000.0,1
30.0,1,34,4.0,65000.0,0
26.0,1,15,2.0,38000.0,1
42.0,2,15,13.0,125000.0,0
34.0,2,34,8.0,90000.0,1
28.0,0,2,2.0,43000.0,0
31.0,1,21,5.0,60000.0,1
29.0,2,34,3.0,60000.0,0
26.0,1,34,1.0,35000.0,0
32.0,2,27,6.0,95000.0,1
27.0,2,21,2.0,42000.0,0
39.0,2,16,11.0,100000.0,1
23.0,1,15,1.0,32000.0,0
42.0,3,27,14.0,130000.0,1
28.0,0,15,2.0,43000.0,1
25.0,0,15,1.0,32000.0,0
31.0,1,15,4.0,500.0,0
27.0,1,8,1.0,45000.0,0
33.0,2,14,8.0,120000.0,1
29.0,1,26,3.0,55000.0,0
31.0,1,7,5.0,70000.0,1
38.0,3,5,12.0,140000.0,0
25.0,0,25,1.0,30000.0,1
32.0,2,96,7.0,100000.0,0
27.0,1,3,2.0,50000.0,1
29.0,1,7,3.0,55000.0,0
35.0,3,5,10.0,130000.0,1
26.0,1,8,1.0,45000.0,0
28.0,1,8,2.0,48000.0,0
36.0,2,14,9.0,125000.0,1
30.0,1,26,4.0,57000.0,0
32.0,1,7,6.0,72000.0,1
39.0,3,5,13.0,145000.0,0
26.0,0,25,2.0,31000.0,1
33.0,2,96,8.0,105000.0,0
28.0,1,3,3.0,52000.0,1
30.0,1,7,4.0,57000.0,0
36.0,3,5,11.0,135000.0,1
27.0,1,8,2.0,48000.0,0
34.0,2,14,9.0,125000.0,1
26.0,1,17,5.0,85000.0,1
28.0,2,55,7.0,110000.0,0
34.0,3,27,12.0,170000.0,1
31.0,1,15,9.0,140000.0,1
24.0,0,17,1.0,30000.0,0
29.0,1,15,6.0,95000.0,1
27.0,2,24,4.0,80000.0,0
33.0,3,15,10.0,155000.0,1
21.0,0,16,0.0,25000.0,0
36.0,1,20,11.0,160000.0,1
25.0,1,55,3.0,65000.0,0
30.0,2,28,7.0,120000.0,1
28.0,3,27,6.0,105000.0,0
22.0,0,17,0.0,25000.0,0
45.0,1,28,21.0,250000.0,1
31.0,2,24,8.0,120000.0,0
28.0,1,15,4.0,80000.0,1
29.0,1,17,6.0,100000.0,1
35.0,3,27,12.0,170000.0,0
27.0,0,20,3.0,50000.0,1
33.0,1,55,9.0,140000.0,0
25.0,1,55,2.0,55000.0,0
29.0,2,24,4.0,80000.0,0
23.0,1,78,1.0,60000.0,1
39.0,2,55,12.0,150000.0,0
28.0,1,12,4.0,80000.0,1
31.0,3,14,8.0,120000.0,0
35.0,1,8,10.0,130000.0,1
27.0,1,7,2.0,50000.0,0
42.0,2,96,18.0,180000.0,1
29.0,1,3,3.0,60000.0,0
33.0,1,55,7.0,110000.0,1
24.0,0,17,0.0,25000.0,0
30.0,2,12,6.0,100000.0,1
26.0,1,3,3.0,55000.0,0
32.0,3,80,9.0,140000.0,1
22.0,0,3,0.0,25000.0,0
37.0,1,53,12.0,150000.0,1
38.0,2,6,14.0,170000.0,0
25.0,1,8,1.0,55000.0,1
29.0,1,26,4.0,65000.0,0
27.0,1,9,3.0,60000.0,1
34.0,3,10,10.0,150000.0,0
26.0,1,14,2.0,50000.0,1
31.0,2,28,7.0,120000.0,0
28.0,1,78,3.0,85000.0,1
36.0,2,6,11.0,160000.0,0
25.0,1,12,1.0,55000.0,1
29.0,3,80,5.0,100000.0,0
